,songlist,watch_num,sub_num,time,up,url,content
73,【洛天依x乐正绫原创】大荒寻梦录【PV付】,12.1,2172,2017-07-11,没有龟壳的乌龟,www.bilibili.com/video/av12069812?from=search&seid=5179959131298057004,"
自盘古开天宇内名曰大荒 清浊分天地神魔各领一方
纵观三界大道演玄黄 前世今生百年过满目尽苍凉
居四海之中华胥教化万邦 感孕雷泽旁天命降下人皇
轻抚桐琴一曲九霄响 建木登仙驭白龙卫天下安康

览群山层峦叠嶂 诸海浩浩汤汤
喟叹天穷地广 转瞬成虚妄
看日月此消彼长 四季变换有常
千年 不过一晌 沧桑

昨宵听琴独坐应龙殿上 神魄感阴阳 游乎天山共舞帝江
御气九华谛听心肠 钱来会羬羊 走丹穴驾鸾凰
鲲鹏扶摇乘风而翔 浴火出毕方 路遇白泽共话参商
日出其东得见句芒 日落昆仑乡 似是而非梦一场

太古铜门外北溟有魔禺疆 御魂三千载安定世间魍魉
亘古长吟如今成绝唱 却留法器在人界散落八方
传龙生九子各自灵瑞呈祥 独魔龙辟邪生性残暴狷狂
但遇知音朔炎凝白霜 轮回往复今犹记离别时模样

夫乾坤坦坦荡荡 山峦郁郁苍苍
江河奔流茫茫 须臾成过往
此天下离合阴阳 何人万寿无疆
千年 不过一世 彷徨

偏居东海云游蓬莱之上 蚩尤战炎黄 中容帝俊神罚天降
修成精卫忤逆恶浪 以填海相抗 誓以孤身殉葬
忽闻赤鱬鸣似鸳鸯 天吴蛇尾长 文鳐夜飞庇佑丰穰
前世入梦乘龙翱翔 今生空迷惘 只道呓语尽荒唐

昨宵听琴独坐应龙殿上 神魄感阴阳 游乎天山共舞帝江
御气九华谛听心肠 钱来会羬羊 丹穴驾鸾凰
忽闻赤鱬鸣似鸳鸯 天吴蛇尾长 文鳐夜飞庇佑丰穰
前世入梦乘龙翱翔 今生空迷惘 只道呓语荒唐

鲲鹏扶摇乘风而翔 浴火出毕方 路遇白泽共话参商
日出其东得见句芒 日落昆仑乡 似是而非梦一场"
76,洛天依原创《最忆江南》,12,1249,2014-08-22,ilem,www.bilibili.com/video/av1449815?from=search&seid=5179959131298057004,"最是那烟波六月天呦
这舟行莲叶间呦
那船影荡一涌呦
就卧船画中眠呦

记得那悠长石板巷呦
溪水边捣衣的姑娘呦
莲曲一唱山水绿呦
只说此间是天堂

我忆江南
人间最美是江南
歌声带我又想起了小时候
清风拂杨柳
记忆中的吊脚楼
还有那烟雨朦胧的天

江南好
风景旧曾谙
日出江花红胜火
春来江水绿如蓝

远处江山分外娇诶
身边流水绕小桥诶
谁家堂前燕子闹诶
翩翻流连江南好
忆江南

心中最美是江南
歌声带我又来到了小时候
遗落的美好
有些已经找不到
只剩那烟雨朦胧的天

一片青山如墨染
一段情缘剪不断
一种遗憾叫流年
一份眷念叫江南

人间最美是江南
歌声带我又想起了小时候
清风拂杨柳
记忆中的吊脚楼
还有那烟雨朦胧的天

我说人间最美是江南
歌声带我又想起了小时候
清风拂杨柳
记忆中的吊脚楼
还有那烟雨朦胧的天"
79,【Days-折V】相思赋.Travel Days【乐正绫】,11.9,2267,2015-08-28,折折折折v,www.bilibili.com/video/av2819174?from=search&seid=5179959131298057004,"一帘锦绣风月催 一弦旧瑟琐憔悴
何曾约生死相随
鸳鸯昨日有人羡 青鸟今归无人悲
红尘中眉眼间错过谁
花零落韶光不经蹉跎
叶婆娑春水随秋风萧索
人空瘦昔时一语也多
哪敢听几度几回几世说

青石阶前屋檐下那一撇 咫尺之间
魂绕梦牵若相思把愁添 妄然执念
羌管呜咽道相思皆无解 情丝绕三千
缘是半生的劫

一夜月胧青帐垂 一盏残灯咎烛泪
无眠温浊酒一杯
芳华淘尽颜色褪 往日情深皆无悔
红尘中谁痴情为谁累
月盈朔梧桐圈年轮阔
空守诺辗转半生千般错
离人嗦盼燕归却无果
论相聚离分难辨缘与祸

一叶红笺寄相思意缠绵 无语凝噎
长夜梦魇累相思湿了眼 谁共婵娟
话别经年叹相思情缘浅 徒遗恨长嗟
缘是轮回的劫

舔犊情长 唯俗世太无常
遗恨相思曲终人散
孤影作伴
梦回百转 念相思却不往
三世石上了相思账"
77,【洛天依乐正绫原创】Hemisphere【St.K4N3】【平行四界】,11.9,2180,2016-01-15,stk4n3,www.bilibili.com/video/av3587066?from=search&seid=5179959131298057004,"
信签从指尖飘落到袖口
邮戳化作相距甚远的理由
笔墨之间诉说着情意和守候
雕花窗旁老唱片吱纽
拉长的尾声藏进回忆的褶皱

霞袂缇绣　徘徊摇曳在旧时相遇的街头
茶馆醒木间的故事叫离愁
穿越经纬线的刻度　夜与昼
再饮一杯绿螘新醅酒
沉醉在那场你相伴的旧梦

地图蜿蜒的归途被看透
怀表时差的算法已经记熟
读著字迹间的期盼与温柔
飞机云划破一片苍穹
烟斗的薄雾飘进斑驳砖墙后

长衫负手　翠雨落眉头衣袖拂过河边柳
纵酒杜松子的苦涩像离愁
穿越陆界季风和洋流　夏与秋
再握紧你柔荑般素手
待年华溜走是否还在等候
"
78,【洛天依乐正绫】玉狐劫【古风原创/PV付/归墟原创团队】曹开挽,11.9,1827,2016-03-19,章鱼烧正太,www.bilibili.com/video/av4136495?from=search&seid=5179959131298057004,"
洛府老来终得女名曰洛天依，命格有缺，仙人道年不过二八将有缘劫夺命。
洛君遂定女十六岁前不见外人，妄图与天争命。
仙人不忍洛天依一世独孤，见院中灵狐，便渡其一口真元，助其每逢月圆夜便可化作人形陪伴洛天依，博其欢颜，赋名“乐正绫”。
洛天依以此大喜，有阿绫相伴，虽十六亦如偕老。

听风倚栏　粉黛红衣执扇
缘何为情做茧年少坷坎
瑶琴婉转　只闻何人心乱
灯盏共享繁花曼
一身仙梵　不抵一念贪婪
仍不放月前笑靥展　相见欢

此生　是悲是欢　是冷是暖　百思千感
数尽　前世的纠缠　风月缱绻情牵绊
命途　是劫是缘　是恶是善　百回千转
看不穿　尘世浮生聚散

灵狐日久生情，竟起贪念，夺凡人魂魄汲真元，以摆脱外力日日陪伴洛天依。
人妖不容，乐正绫为恶一分，妖气便重一分。洛天依常年妖气侵体，体弱多病，药石皆无效。
洛天依十六岁生辰将至，仙人受托前来，见当年灵狐为情堕入妖道，不肯悔改，叹当年一时不忍造成今日大错，遂散尽阿绫真元，将其打入轮回。
洛天依一身情均系与乐正绫身，苦等阿绫终不得见，更郁郁寡欢。

芦笛清寒　不见伊人执伞
帘卷　独看秋风残
一世长安　哪如一朝相伴
只不愿榻上昔颜盼　独孤单

此生　是悲是欢　是冷是暖　百思千感
数尽　前世的纠缠　风月缱绻情牵绊
命途　是劫是缘　是恶是善　百回千转
看不穿　尘世浮生聚散

十五夜，阿绫借月圆之力聚最后一丝将散魂魄强入洛府，向洛天依道别。
洛方知阿绫为自己犯下弥天大罪，大悲，终卒于十六岁生辰前，与阿绫同入轮回。

此生　是悦是怨　是苦是甘　百顾千瞻
数尽　难断的寄愿　青梅凤鸾意愉婉
命途　是真是幻　是系是断　百曲千般
终不过　情未竭人已散

冷暖悲欢　恶善劫缘　与你共担
唯我愿　与我世世相伴
"
81,【乐正绫×洛天依】雨姬桩【小荳古风原创曲PV付】,11.8,3118,2015-11-04,小荳,www.bilibili.com/video/av3169420?from=search&seid=5179959131298057004,
80,【洛天依】问剑江湖【COP】,11.8,1818,2017-08-10,COPY,www.bilibili.com/video/av13187920?from=search&seid=5179959131298057004,"流霞顾盼 侠义万千
她执剑 问谁能并肩
多少儿郎 俯首也甘愿
江湖纵横 一马当先
多可笑 生死交付间
世人皆叹 正邪难两全

偏不肯收敛这桀骜不逊
偏不知天高地厚
霸剑风流
笑饮一壶英雄酒
何不潇洒到尽头

江湖浪荡醉梦一场
叫天也疏狂地也荒唐
哪管今朝豪侠剑骨凉
平生难说侠骨忠肠
叫爱也飞扬恨也匆忙
来日放肆逍遥也无妨

知交问剑 侠义人间
为谁醉 花下独眠
看春秋 换作云烟

江湖浪荡醉梦一场
叫天也疏狂地也荒唐
哪管今朝豪侠剑骨凉
平生难说侠骨忠肠
叫爱也飞扬恨也匆忙
来日放肆逍遥也无妨"
82,【洛天依原创】雨满武陵春【国风民谣有PV】,11.5,1935,2015-04-17,鸟爷,www.bilibili.com/video/av2229310?from=search&seid=15651626936883667372,"春雨打在叶上沙沙响
轻轻地靠在你身旁
采一朵花儿戴头上
好像做你的新娘
春寒摧花暮
可是心思不能诉
见面越多心却越愁苦
明知无前路
望断桃源无寻处
欢愉时刻还与卿共度

春雨打在叶上沙沙响
轻轻地靠在你身旁
采一朵花儿戴头上
好像做你的新娘
春寒摧花暮
可是心思不能诉
见面越多心却越愁苦
明知无前路
望断桃源无寻处
欢愉时刻还与卿共度

闲看那双语燕呀
呢喃也让人羡
你送我颗糖酸又甜
看不清你的脸
和你去逛商店
镜中双影让人羡
杨梅熟了红又圆
不知酸还是甜

春雨打在叶上沙沙响
轻轻地靠在你身旁
采一朵花儿戴头上
好像做你的新娘"
83,【Days-Wing翼】‘春雨’三月雨系列，南北组（乐正绫，洛天依）,11.5,3890,2016-03-26,Days的Wing翼,www.bilibili.com/video/av4195759?from=search&seid=11554333906351068358,"念往昔 我急旋慢转你抚琴低吟
到如今 重唱此曲却已无你
莫叹息 我再舞一曲你意乱情迷
空余忆 良辰美景多可惜

轻骑狂 曾携汝同游好不风光
风啸往 似有故人如泣吟唱
挽弓强 纵杀敌万千亦难解思量
赴远疆 再聚首不过痴妄

清风吹不散
回忆袅袅到入梦到天明
春雨如丝勾起
相思情连绵至今

云袖低甩舞一出
草长莺飞融融春意
筝弦轻拨歌一曲
城破国危就此道别离

猎猎风吹 战鼓声擂
望山河 皆浴血守卫

夜深梦回 独自憔悴
相思断 已刻骨成灰

言笑晏晏 琴瑟和鸣
余音绕梁散无息
雨打心头 方从梦醒
徒留一世伤心

往事残影 私可拾起
却是梦蝶自身迷

猎猎风吹 战鼓声擂
望山河 皆浴血守卫

夜深梦回 独自憔悴
相思断 已刻骨成灰

今生只悲 难离边陲
怎料到 终是不得归

来世不悔 纵身轮回
共白头 许执手相对

春雨绵绵 归期无言
醉梦连连 只叹无缘

春雨绵绵 归期无言
醉梦连连 只叹无缘"
84,【南北组】乱尘戏【戏腔】,11.3,1644,2015-11-29,断鸿沐雨,www.bilibili.com/video/av3302933?from=search&seid=5179959131298057004,"抱琵琶红妆粉面拂身起舞唱前世今生
在座满堂何人听懂我心声

夜倚小楼轻醉盏愁凌月亭水映
欲凭栏静观堤岸微灯
晚风无事又拂过
醒了景中迷醉人
又乱了思绪痛了旧痕

浓妆重彩舞榭歌台唱忆曲金门
演欢颜悦面素绎淡情
台上钟芦管弦声
台下酒客谁人听
饮半醉半醒半世浮生

曾与你梨园纵歌剑舞纷飞一曲倾世人
如今战火淋侵血染了黄尘
抱琵琶红妆粉面拂身起舞唱前世今生
在座满堂何人听懂我心声

兵临城下山河破碎故国随风陨
摧昔日繁华终成空景
惆怅青丝生华发
行迹若无根浮萍
终沦落流离是非凄境

曾与你梨园纵歌剑舞纷飞一曲倾世人
如今战火淋侵血染了黄尘
抱琵琶红妆粉面拂身起舞唱前世今生
在座满堂何人听懂我心声

当鲜血染侵戎装箭穿其身化凌烟忠魂
只憾此去无缘与你渡余生
唯一曲兰陵入阵霓裳羽衣诉弦外悲情
不求台下谁人能与之共鸣

弦断曲终应了结 不堪此生"
85,【洛天依】 甄姬 【潜移默化】【咏吟轩】,11.2,2422,2012-11-01,潜移默化♀浅姨磨花,www.bilibili.com/video/av386267?from=search&seid=16346803664792718907,"翩若驚鴻 婉若游龍 眸似虹
榮曜秋菊 華茂勝春松 眼波濃

世人曰風華絕代耀五洲
綺羅生花容月兒羞
畢生卻輾轉無數宮闕中
身鎖琉璃深宮

翩翩舞起身段妙
彩袖撫顰笑
氣吐如蘭柔聲叫
換君王一笑

輕拭銅鏡憶歲月
紅妝遮眼角
玉釵銀器噹啷落
鬢角兒屢屢銀絲悄縈繞

鳳冠花翎 金線刺繡 着黃袍
碧殿內外 萬人齊侍候 嬪妃朝

卻無處訴說這份情和愁
筆墨早已干曲調淡
更難尋知己 飲酒伴星漢
吟詩消瘦凌亂

雕欄稀木庭院中
邀月醉黃酒
縵紗錦被無人用
冷霜結床頭

寒廳曲罷無觀眾
遙遙聞聲回
拭去兩頰胭脂紅
皺紋兒早已悄悄爬上頭

聽信讒言君王怒
淚灑飲鴆酒
飲罷昂首摔杯去
殿前碎有聲

妾身願化河中女
天地寬悠悠
只為東去流水中
取一瓢換取來世的自由"
86,【洛天依原创系列曲】双钰·守璞【PV付】,11.1,2088,2016-10-27,PoKeR_扑克,www.bilibili.com/video/av6844720?from=search&seid=5179959131298057004,"奏一曲惊惶　夜中月无光
瑟瑟微凉　忍把虚名浅唱
望惊鸿掠过枝头霜　白鲤摇下静水潭
曲尽云动浅漏下微芒

寻一枕黄粱　蹈步君子堂声扬
夜枕宿莽　月下拔剑茫然
征鸿但引那归客赏　叶落无人记寒蝉
心事不堪说穿负君望

人道是
一朝腾骧　觥筹双双　天下名扬　清誉流芳
塞外逐虏　边地征蛮　勒燕然
谁知又
奇门倾颓　百家罢黜　风雨迷途　白露沾裳
繁星黯淡　人世始浅尝

背星月孤影茕茕　披风雨东行忡忡
会齐鲁　寄学宫　百家群涌
争锋　应答从容
半生成空　行匆匆　醉眼微红
忍浮妄在心头　山涧淙淙

奏一曲惊惶　夜中黯淡月无光
天地苍凉　才把心怀浅唱
寄身在江湖远庙堂　怀璧难吐作疏狂
幸得萍踪相逢薪火传

传言道
崩殂一朝　贰臣弄权　千里奉诏　履冰金銮
刈除阉党　学派渐敞　自垂裳
又岂非
当时少年　清流雅望　尊师受教　夙夜朗朗
兴复诸子　只道戏言　竟得偿

背星月孤影茕茕　披风雨兴意正浓
遂心愿　辞学宫　侠影萍踪
腰弓　行迹从容
年岁倥偬　行匆匆　醉眼微红
又一年动西风　望征鸿

长啸
红尘里悲行客　世人又知多少
潮信涛涛　秋色里纵快马　把忧愁都忘掉
自骀荡
我泣岁月自不饶人　当时红颜已老
夜中我笑　东云已破晓"
89,【洛天依原创】韶音赋【PV付】,11,3034,2012-10-25,战场原妖精,www.bilibili.com/video/av381806?from=search&seid=16346803664792718907,"浮黎原始开天地 诸神创世天各一
三清六御轮回助 神界人间满瑞气
天边远山泛青光 忽而花落花满殇
我从雾中乘风来 只为伴君不思量
伏羲女娲神农氏 江河淮济育生灵
南宫北斗映贤尚 天涯海角随君行
生来无欲享富贵 但求为君咏思绪
若夫德行无领会 自退远方乘浪归

我带着梦想带着希望
带着力量
探寻人间的感伤

请赋予我理想 请赋予我希望
请赋予我一颗炽热的心房
让这情感释放 泪水模糊了眼眶
为何这般闪亮
就算我终会消亡 终会迷茫
请让我带走这份熵

请赋予我理想 请赋予我希望
请赋予我一颗炽热的心房
让这情感释放 泪水模糊了眼眶
为何这般闪亮
就算我终会消亡 终会迷茫
请让我带走这份熵"
88,【东方栀子】X【洛天依】神武雨霖铃,11,4770,2013-03-12,_啦啦bu是猪,www.bilibili.com/video/av500820?from=search&seid=5752552450412107493,"
海棠初放又一春
蝶舞风含香欲醉人
谁家女卷珠帘轻倚门
情绕心魂
江湖道青衫行闻雁声
弹剑歌风雨任平生
骏马飞踏古道漫征尘
玉杯酒未冷
念为我画秀眉那时年少
清宵短 情难舍 月相照
碧水明如镜 送君画桥畔
两处离愁难断
路渐远山外山遥望江南
朝夕盼 绣鸳鸯 待君还
月色仍如昔 江上有归帆
话别时难相见亦难

细雨如织落阶前
有思意千般付筝弦
愿化作清池中并蒂莲
两情长圆
云中遥寄锦书托鸿雁
记当年西窗烛共剪
纵隔万水此心常相牵
与君诉缱绻
念为我画秀眉那时年少
清宵短 情难舍 月相照
碧水明如镜 送君画桥畔
两处离愁难断
路渐远山外山遥望江南
朝夕盼 绣鸳鸯 待君还
月色仍如昔 江上有归帆
话别时难相见亦难
念为我画秀眉那时年少
清宵短 情难舍 月相照
碧水明如镜 送君画桥畔
两处离愁难断
路渐远山外山遥望江南
朝夕盼 绣鸳鸯 待君还
月色仍如昔 江上有归帆
话别时难相见亦难
"
87,【洛天依原创】花头台【咏吟轩】,11,2058,2013-03-29,王朝,www.bilibili.com/video/av518295?from=search&seid=5179959131298057004,"
点绛抿唇　画浅眉　朱履翠裙袄
耍琴催拍　鼓叨叨　腔前端正好
贤宾赠桂来　折枝赏奴娇
等倾了芙蓉杯　百歌余几幺

谒罢阛阓遥鼓　喧豗而舞
迎客当垆　寻春入蜀
卜问秦娥　归去来故
甩墨玉郎　繁花绽骨
粉蝶惹春　鹊踏山桃红
马驻羊坡　引兴混江龙
渔歌动　拨琶搅筝　撼东风

转应梁州　盼鸿秋　对饮梅花酒
沉空得醉　染庭芳　香罗滚绣球
吻佩解酲红　锦簇缠小楼
棹夜满临川月　琐意绕重游

齐著东风九转　鸳戏水暖
鱼寄素尺　亭空凭栏
荼蘼纹锦　烛烟摇盏
不寐望江南

扶归庭卧　松荫笑杏花
且醉尧歌　霜天晓净沙
鼓迎迓　乐事赏心　谁人家

百叠阳关　应长天　太平沽美酒
几声甘州　敛梅风　雁字过南楼
人歌遍哨台　泪犯了蟾钩
啼夜怅亭宴歇　王孙去还留
然月长辉　我伴莲灯待雨"
90,【初音未来】  朱红  【中国风原创曲】,11,2033,2014-12-06,疯子卡缪,www.bilibili.com/video/av1776919?from=search&seid=3442907810557579453,"似高歌宁 谧静里看来
心相连 如梦莲开花怒
待揩莲 如火朵 梦难顾
爱踏青 看到眼底
哀叹之 绮靡锁梦晚莲
它直立 骄傲婉丽黛
黯叹殇 听她执意地
红莲的火呐 连天 
打灭大雨 波澜中 谧谧不语
退散邪 孤眠那夜
彤彤火 若漫散星点
梦 难有故里梦圆
路漫漫 梦无尽的难跌
彤红 浴火后哟 
扬起姿
蝶蹈齐曳娜翼 蜕自落脱
请别放弃 莫丧了 期待的梦
待 啊 那夜放光芒
灯火里有 你
激荡美当以熔凝 身自燃点
未来已夜 骄傲堕哀路
请自傲
一条命当应染朱红！

莫霭迷 莫忐忑哀鸣
乃刀踏寂寞 离夜里
哀悼哭 颂勉淡
悚然 猛醒来 
当傲立 难以生 即往以殆
一直坎难的我 坦然考验
盲目里 无助
红莲秘 其名道 朱红
落 末暮 护满傲慢
彤红 浴火末 又
扬起着 必抗击
咽然忆 历史烙刻
请必牢记 路上呀 细点那磨难
到彼今 复火燃
彤红里有 你
记得每当忆蹂躏 甚至裂地
未来已烨 骄傲我来路
即自傲
一条命当应染朱红！

啊 无误
我心底 不忘祖国爱
愿永远以汉幔的祠
赐给天！

彤红 浴火后哟 【彤红 浴火末 又】
扬起姿 蝶蹈齐 【扬起着 必抗击】
曳娜翼 蜕自落脱 【历史烙刻】
请别放弃 莫丧了 期待的梦
待 啊 那夜放光芒
灯火里有 你【有 你】
激荡美当以熔凝 身自燃点【甚至燃天】
未来已夜 骄傲堕哀路
请自傲
一条命当应染朱红！【朱红！】"
91,【言和 心华 乐正绫 洛天依 】血煞孤阳【热血原创PV付】【踏云社】,10.7,2013,2015-12-13,影随龙风,www.bilibili.com/video/av3381090?from=search&seid=5752552450412107493,"杳然隔此地空餘陽道
孤月戚戚換塗炭風梢
卸甲淬敵歌血煞長廖
飛沙隻身奪瞰天地動絕峭

戎機阻身赴塵煙烽硝
熱血灼燙但苦戰宵小
國脈滾炙非堪堪芥草
逆此生命途仗劍壯心難酬

盪胸戰事念北國急報
舊路難回展宏圖命召
每望戰塚新魂唳鬼嘯
馳騁這一路縱身再掀戰滔

啊……

天軌撰我御程恣意
秋冥冥 諸侯信我青骨忠義

借路攀青雲護鐵騎 
使人催 太素恢弘氣吐罡厲

星沉天樞嘆霧障芒熄
朝歲枯榮任風骨衣浮
普天興我蒼生之浮屠
妄圖這雲煙啖仇追蕭肅

折戟嘆無骨沉沙
心正魄存仍斗刃命輪
且試浴血橫伏猖狂
竟借押心魔天命作負

戰滄浪天命笑殺
掀重阻破千山占先機
凌雲天下無人作答
且不看今朝亂世風雅

盪胸戰事念北國急報
舊路難回展宏圖命召
每望戰塚新魂唳鬼嘯
馳騁這一路縱身再掀戰滔

星沉天樞嘆霧障芒熄
朝歲枯榮任風骨衣浮
魂歸故里何人將塚書
也記這破軍斬寇難撼我疆土

啊……"
92,【洛天依原创】《惜春去》烂兔子P《(伪)古风,10.6,3124,2013-05-10,鸣子兔,www.bilibili.com/video/av561909?from=search&seid=5752552450412107493,"蓦然回首 明眸转溪流
兀然拭泪 流月镀长沟
夜降桂霜 冰雾饰远岫
玉壶心 为君丢
烟雨江南暮暮几多愁
遍地黄花人消瘦
只叹雕栏画楼 风月还如旧
物是人非事事休

往昔华露 流连返妆楼
初见含羞 君映梅幽
子衿青青照我心歌悠悠
此暮春 也曾为君守

与君书 藏雁足鱼腹 寄何处
空对春枝暮
墙外桃花遮不住 的情愫
墙内望 衣袂多恍惚
红尘路 相见苦 别亦苦
转眼却 形同陌路
春曾驻 春又度 青春韶华空误
还不管不顾

相思蚀骨 憔悴金钏旧
杏雨绸缪 尽染春袖
芳华流散念去去烟波久
青丝柔 不悔为君留"
93,【洛天依】九尾妖狐【绛舞乱丸/冰镇甜豆浆】5.1请来我怀里烧成一团火吧！,10.6,936,2016-05-02,绛舞乱丸,www.bilibili.com/video/av4531180?from=search&seid=3442907810557579453,"无悔 幻化成人是我平生所寐
无罪 人心不古迷乱我口碑
无畏 生死置之度外几多轮回
狐尾 道行千年背
江山惹人醉醉醉
酒不醉人人自会醉
人间烟火好滋味
花花世界睡睡睡
色相是人心里的鬼
真教人乐不思归
再多的
目光异样
奈我怎样
我想怎样
就能怎样
越靠近 越动心
梦幻泡影 般模样
庸人最痴心妄想
不信 风情浪子誓言一堆一堆
不羡 才子佳人成双又成对
不愧 炉灶一起与神仙作对
狐味 招一身暧昧
江山惹人醉醉醉
酒不醉人人自会醉
人间烟火好滋味
花花世界睡睡睡
色相是人心里的鬼
真教人乐不思归
看个个凡夫俗子
人模人样
不眠不休
熙熙攘攘
水中月 镜中花
红尘顿事难释放
何不来我胸口
把自己烧作一团
一团
一团
三昧真火
拥你一吻 精气神百倍
再不负累 今夜只为醉生梦死一回
抛下错与对的信条
徜徉在我怀中千百回
方知才活几十岁
叹什么人情最可悲

千秋万代 遍地庸才
敢问这人间几个圣贤
折腰功名 目光短浅
放眼河山 尽在我眼前
万事失意 天不作美
前尘往事皆化作云烟
难得此刻 一番清闲
今宵风月行乐大过天
大过天~~

烧作一团 三昧真火
拥你一吻 精气神百倍
再不负累 今夜只为醉生梦死一回
抛下错与对的信条
徜徉在我怀中千百回
方知才活几十岁
叹什么人情最可悲
烧作一团 三昧真火
拥你一吻 精气神百倍
再不负累 明朝梦醒 再奔前程一回
冲开世俗 牵绊界限 尝尽凡尘 千般娇万般妩媚
君莫叹碌碌无为 但求一生问心无愧
方知人间烟火好滋味
方知人间烟火好滋味
方知人间烟火
好滋味~"
94,【言和原创曲】浮生酒馆【一图流PV付/砖厂浪人】,10.5,1758,2016-04-28,砖厂浪人,www.bilibili.com/video/av4488143?from=search&seid=5752552450412107493,"江湖幾人留
卻終空負少年頭
血海深仇　恩恩怨怨
何時方能休
天涯獨身過
風沙剪不斷離愁
夕陽落　染紅來去的路

牽一匹瘦馬
往向下一個天涯
天地之大　悠悠我心
何處是我家
月牙上枝頭
炊煙裊裊入眼中
這片刻　願為誰停留

青瓦房紅磚牆
燈火蕭蕭　酒旗飄
人熙攘老嫗笑　請入堂
劍入鞘　坐定好
放下紅塵的紛擾
與君共酌一杯　又何妨

在這浮生酒館
包藏着萬水千山
嘆塵世太婉轉
望不穿愛恨糾纏
若將今生離愁
化作了淡酒兩盞
琴聲中　忘卻悲歡聚散

新地遇故友　酒至半酣　方能休

揮劍出鞘　棋逢敵手
一笑泯恩仇
你微步生風 
我氣定神閒沉着

這片刻　願為誰停留

青瓦房紅磚牆
燈火蕭蕭　酒旗飄
人熙攘老嫗笑　請入堂
劍入鞘　坐定好
放下紅塵的紛擾
與君共酌一杯　又何妨

在這浮生酒館
包藏着萬水千山
嘆塵世太婉轉
望不穿愛恨糾纏
若將今生離愁
化作了淡酒兩盞
琴聲中　忘卻悲歡聚散

在這浮生酒館
包藏着萬水千山
嘆塵世太短暫
握不住情緣牽絆
酒冷詩殘夢斷
一醉方休何其難
空留下　天涯路來相伴"
95,【Days乐团】春来发几枝（三月雨系列）-洛天依,10.4,2958,2013-01-01,Days的Wing翼,www.bilibili.com/video/av429539?from=search&seid=11554333906351068358,"賣弄般地 穿戴好新衣裳
怎在意起 我滿不屑模樣
拉我去逛打冰糖水的那條小巷
屋檐外燕子歸 停住張望

夢見流水 嘩嘩過你家旁
就等誰來 述說如此春光
輕雨還未乾 青石橋面上
留下了水一窪 笑一雙

問春來 發幾枝
不問你敲我窗為何事
問何物 最尋常最相思
落英飄飄 花期稍遲

討厭你耍起賴皮時有恃無恐
老愛編故事騙我聽把我捉弄
我當然不客氣 啐你句大狗熊
漲紅臉 就惱你扮笑容

笑話你一抓包子兩手不肯松
沒注意被肉餡燙着也不喊痛
你袖口不齊整 偷懶不縫一縫
邊吃邊回 不得空

問春來 發幾枝
不問對岸的你知不知
問何物 最尋常最相思
今朝今歲 冬逝春至

嫉妒這南國三月桃花片片濃
比下我暗自細細修畫的腮紅
我有點小情緒 你什麼都不懂
驚慌神色 趕緊把我哄

氣憤這南國三月桃花太不同
惹得女兒家瞧這瞧那不珍重
你橋邊支起傘 並不為離人送
若有所語 在心中

賣弄般地 穿戴好新衣裳
怎在意起 我滿不屑模樣
拉我去逛打冰糖水的那條小巷
屋檐外燕子歸 停住張望

夢見流水 嘩嘩過你家旁
就等誰來 述說如此春光
輕雨還未乾 青石橋面上
那小溪依舊淌 你拽我不願放

討厭你耍起賴皮時有恃無恐
老愛編故事騙我聽把我捉弄
我當然不客氣 啐你句大狗熊
漲紅臉 就惱你扮笑容

嫉妒這南國三月桃花片片濃
比下我暗自細細修畫的腮紅
隔月的花會淡 你什麼都不用
有情人又何必折枝空"
96,【正弦函数P】《西湖梦》乐正绫 feat.洛天依,10.3,3286,2015-07-22,正弦P,www.bilibili.com/video/av2609381?from=search&seid=5752552450412107493,"
「画舟西湖泊　一抹丹枫秋色落
萧萧凄风瑟　阑干红泪洒几何
徒相怨　往昔繁华今落寞
静听雨　回忆争与他人说」

念曩昔青枝缱绻桃花缀碧色
清溪畔蜂欢蝶舞风徐云绰绰
细柳岸缟絮纷飞好似白雪落
任年少　放纵光阴漫蹉跎

听人言君欲孤往临安习笔墨
读诗书考取状元入列花名册
临行前潸潸满眼湿却衣襟帛
言无尽　切齿含涕相允诺

春忽去秋又来纸箴言色薄
望远方　盼见郎君锦衣着
夏已走冬将至　心仍惦记京城冷热
怕只怕　冻煞那信鸽

或尝言京城美　城隍西湖好景色
梦里君与我　苏堤桥上赏曲荷
不惧西风作　但看断桥残雪落
相依偎　望断树影月婆娑

踱南屏听暮钟遥闻归舟唱棹歌
平湖婵娟起　忘却忧苦同落寞
花港锦鲤跃　夕照峰塔粼波阔
赋诗对　郎君吟唱女儿和

忆百转梦千回辗转又反侧
念郎君　徒怨千里山水隔
愿相见似梦里从此不再孤单寂寞
恨只恨　不知在几何

「一抹相思　三两番愁绪
再填四点离愁　情穿五脏六腑
奈何七零八落　望断九川
唯梦西湖十景」

终有时同郎君共赏西湖好景色
朝夕携子手　坐观残阳共云落
何畏夜色晚　恰看三潭映月仄
游曲苑　菡萏喜人人恋荷

登心亭泛画舟余晖斜照君与我
六桥烟柳荡熏风醉人入塘河
我情似高山　双峰入云自嵯峨
有君伴　此生缠绵不枉过

「十分爱意
八九次念想
又加七般情念
熬过六转五回
怎知四年三季
磨平双峰
只剩深闺一人」"
